90,Siswa menggunakan perangkat sekolah untuk aktivitas perjudian,Punishment
91,Siswa terbukti melakukan deposit pada aplikasi judi online,Punishment
92,Siswa kedapatan bermain judi online saat kegiatan belajar,Punishment
93,Siswa terlibat pelanggaran berat terkait perjudian online,Punishment
94,Siswa terbukti menyimpan aplikasi judi online di perangkat sekolah,Punishment
95,Siswa melakukan aktivitas taruhan online di lingkungan sekolah,Punishment
96,Siswa kedapatan mengakses konten perjudian saat jam sekolah,Punishment
97,Siswa terbukti melanggar aturan sekolah terkait judi online,Punishment
98,Siswa mengajak peserta didik lain bermain judi online,Punishment
99,Siswa terlibat penyebaran informasi perjudian online,Punishment
100,Siswa kedapatan aktif dalam aktivitas perjudian digital,Punishment
101,Siswa terbukti melakukan perjudian online berulang,Punishment
102,Siswa membawa perangkat berisi aplikasi perjudian online,Punishment
103,Siswa terlibat penggunaan akun judi online di sekolah,Punishment
104,Siswa kedapatan bermain taruhan digital saat pembelajaran,Punishment
105,Siswa terbukti melakukan aktivitas perjudian melalui internet sekolah,Punishment
106,Siswa menyebarkan promosi perjudian kepada teman sekolah,Punishment
107,Siswa melakukan pelanggaran berat berupa perjudian online,Punishment
108,Siswa terbukti terlibat aktivitas judi digital,Punishment
109,Siswa kedapatan menggunakan telepon genggam untuk perjudian online,Punishment
110,Siswa terlibat taruhan online saat berada di kelas,Punishment
111,Siswa menggunakan akses internet sekolah untuk judi online,Punishment
112,Siswa terbukti mengajak siswa lain melakukan perjudian online,Punishment
113,Siswa kedapatan menyimpan bukti transaksi perjudian online,Punishment
114,Siswa terlibat penggunaan platform judi online,Punishment
115,Siswa terbukti memainkan perjudian daring di sekolah,Punishment
116,Siswa kedapatan membuka situs taruhan online saat pelajaran,Punishment
117,Siswa melakukan pelanggaran tata tertib terkait perjudian digital,Punishment
118,Siswa terbukti aktif dalam kegiatan judi online,Punishment
119,Siswa mengakses aplikasi taruhan online di lingkungan sekolah,Punishment
120,Siswa terlibat aktivitas perjudian melalui perangkat pribadi,Punishment
121,Siswa kedapatan melakukan judi online bersama teman sekolah,Punishment
122,Siswa terbukti melanggar disiplin sekolah terkait perjudian,Punishment
123,Siswa menyimpan riwayat perjudian online pada perangkat sekolah,Punishment
124,Siswa kedapatan melakukan aktivitas taruhan digital berulang,Punishment
125,Siswa terbukti melakukan perjudian online di area sekolah,Punishment
126,Siswa terlibat pelanggaran sangat berat sesuai tata tertib sekolah,Punishment
127,Siswa melakukan tindakan terlarang dengan pembuktian resmi sekolah,Punishment
128,Siswa terbukti melanggar aturan sekolah kategori pelanggaran berat sekali,Punishment
129,Siswa kedapatan merokok di lingkungan sekolah,Punishment
130,Siswa berkelahi dengan teman di area sekolah,Punishment
131,Siswa membawa rokok ke dalam kelas,Punishment
132,Siswa membolos saat jam pelajaran berlangsung,Punishment
133,Siswa keluar sekolah tanpa izin guru,Punishment
134,Siswa melakukan perundungan terhadap teman kelas,Punishment
135,Siswa berkata kasar kepada guru,Punishment
136,Siswa merusak fasilitas sekolah dengan sengaja,Punishment
137,Siswa terlibat tawuran antar sekolah,Punishment
138,Siswa membawa benda tajam ke sekolah,Punishment
139,Siswa mengancam teman di lingkungan sekolah,Punishment
140,Siswa mencontek secara berulang saat ujian,Punishment
141,Siswa memalsukan tanda tangan orang tua,Punishment
142,Siswa mengambil barang milik teman tanpa izin,Punishment
143,Siswa menyebarkan video perkelahian di sekolah,Punishment
144,Siswa melakukan vandalisme pada meja kelas,Punishment
145,Siswa tidak masuk sekolah tanpa keterangan selama beberapa hari,Punishment
146,Siswa bermain judi saat jam sekolah,Punishment
147,Siswa membuat keributan besar di kelas,Punishment
148,Siswa menyalakan petasan di lingkungan sekolah,Punishment
149,Siswa menghina teman secara berlebihan,Punishment
150,Siswa sengaja memicu perkelahian antar siswa,Punishment
151,Siswa membawa minuman keras ke sekolah,Punishment
152,Siswa menggunakan ponsel saat ujian berlangsung,Punishment
153,Siswa melawan perintah guru di kelas,Punishment
154,Siswa mencoret dinding sekolah dengan kata tidak pantas,Punishment
155,Siswa mengintimidasi adik kelas di sekolah,Punishment
156,Siswa melakukan pemalakan terhadap teman,Punishment
157,Siswa merusak komputer laboratorium sekolah,Punishment
158,Siswa kabur saat kegiatan upacara berlangsung,Punishment
159,Siswa tidur berulang kali saat pelajaran berlangsung,Punishment
160,Siswa membawa kartu permainan judi ke sekolah,Punishment
161,Siswa menyebarkan berita bohong tentang guru,Punishment
162,Siswa berteriak kasar kepada teman di kelas,Punishment
163,Siswa memukul teman saat kegiatan belajar,Punishment
164,Siswa sengaja menghilangkan barang milik sekolah,Punishment
165,Siswa memprovokasi teman untuk bolos bersama,Punishment
166,Siswa membuat kelompok tawuran antar kelas,Punishment
167,Siswa merusak kursi kelas dengan sengaja,Punishment
168,Siswa mengakses situs terlarang menggunakan komputer sekolah,Punishment
169,Siswa memalsukan surat izin tidak masuk sekolah,Punishment
170,Siswa membawa vape ke lingkungan sekolah,Punishment
171,Siswa merekam guru tanpa izin saat pembelajaran,Punishment
172,Siswa mengganggu kegiatan belajar secara terus menerus,Punishment
173,Siswa melempar barang ke arah teman di kelas,Punishment
174,Siswa tidak mengikuti ujian tanpa alasan jelas,Punishment
175,Siswa melakukan bullying secara verbal kepada teman,Punishment
176,Siswa sengaja mengunci teman di dalam kelas,Punishment
177,Siswa membawa gambar tidak pantas ke sekolah,Punishment
178,Siswa memaksa teman memberikan uang jajan,Punishment
179,Siswa menyebarkan hinaan melalui media sosial sekolah,Punishment
180,Siswa memanjat pagar sekolah untuk keluar saat jam pelajaran,Punishment
181,Siswa bermain game saat guru menjelaskan materi,Punishment
182,Siswa sengaja mematikan listrik ruang kelas,Punishment
183,Siswa menolak hukuman yang diberikan guru,Punishment
184,Siswa membuat kerusuhan saat kegiatan sekolah,Punishment
185,Siswa memukul meja hingga mengganggu kelas,Punishment
186,Siswa mengajak teman meninggalkan kelas tanpa izin,Punishment
187,Siswa membakar kertas di dalam ruang kelas,Punishment
188,Siswa merusak tanaman di lingkungan sekolah,Punishment
189,Siswa mengganggu teman saat ujian berlangsung,Punishment
190,Siswa menggunakan kata tidak sopan kepada pegawai sekolah,Punishment
191,Siswa menyembunyikan barang milik teman kelas,Punishment
192,Siswa membawa speaker dan memutar musik keras saat pelajaran,Punishment
193,Siswa sengaja terlambat masuk kelas setiap hari,Punishment
194,Siswa memancing keributan di lingkungan sekolah,Punishment
195,Siswa melakukan tindakan tidak disiplin secara berulang,Punishment
196,Siswa tidak memakai atribut sekolah setelah diperingatkan,Punishment
197,Siswa menghapus data komputer laboratorium sekolah,Punishment
198,Siswa memukul pintu kelas saat marah,Punishment
199,Siswa menyebarkan foto teman tanpa izin,Punishment
200,Siswa mengolok teman hingga menangis,Punishment
201,Siswa melempar sampah ke arah teman,Punishment
202,Siswa berlari keluar kelas saat pelajaran berlangsung,Punishment
203,Siswa memanjat jendela kelas ketika guru mengajar,Punishment
204,Siswa memotong antrean kantin dan membuat keributan,Punishment
205,Siswa mengganggu kelas lain saat pembelajaran berlangsung,Punishment
206,Siswa membawa korek api ke sekolah,Punishment
207,Siswa sengaja menyembunyikan buku perpustakaan,Punishment
208,Siswa membentak guru ketika ditegur,Punishment
209,Siswa merusak proyektor kelas dengan sengaja,Punishment
210,Siswa tidak mengikuti aturan sekolah secara berulang,Punishment
211,Siswa membuat akun palsu untuk menghina teman,Punishment
212,Siswa menghasut teman untuk melawan guru,Punishment
213,Siswa membolos saat kegiatan praktik berlangsung,Punishment
214,Siswa tertangkap merokok di toilet sekolah,Punishment
215,Siswa menendang meja kelas ketika emosi,Punishment
216,Siswa menyebarkan rumor negatif tentang teman,Punishment
217,Siswa membawa senjata mainan menyerupai asli ke sekolah,Punishment
218,Siswa mengganggu jalannya presentasi teman,Punishment
219,Siswa sengaja membuat kelas menjadi kotor,Punishment
220,Siswa mencuri uang teman di kelas,Punishment
221,Siswa memukul kaca jendela sekolah,Punishment
222,Siswa menginjak tanaman sekolah hingga rusak,Punishment
223,Siswa menulis kata kasar pada papan kelas,Punishment
224,Siswa kabur sebelum jam pelajaran selesai,Punishment
225,Siswa bermain kartu saat pembelajaran berlangsung,Punishment
226,Siswa tidur di belakang kelas saat guru menjelaskan,Punishment
227,Siswa membuat video ejekan terhadap teman sekolah,Punishment
228,Siswa menolak mengikuti kegiatan sekolah wajib,Punishment
229,Siswa menyebarkan jawaban ujian kepada teman,Punishment
230,Siswa melakukan pelanggaran tata tertib secara terus menerus,Punishment
231,Siswa terlambat masuk kelas tanpa alasan jelas,Punishment
232,Siswa tidak memakai atribut sekolah lengkap,Punishment
233,Siswa keluar kelas tanpa izin guru,Punishment
234,Siswa bermain handphone saat pembelajaran berlangsung,Punishment
235,Siswa berbicara saat guru menjelaskan materi,Punishment
236,Siswa tidur pada saat jam pelajaran,Punishment
237,Siswa tidak mengerjakan tugas sekolah,Punishment
238,Siswa membuat keributan di dalam kelas,Punishment
239,Siswa bercanda berlebihan saat pembelajaran,Punishment
240,Siswa tidak mengikuti upacara tanpa keterangan,Punishment
241,Siswa membuang sampah sembarangan di lingkungan sekolah,Punishment
242,Siswa tidak memakai dasi sesuai aturan sekolah,Punishment
243,Siswa tidak memakai ikat pinggang sekolah,Punishment
244,Siswa memakai sepatu tidak sesuai ketentuan,Punishment
245,Siswa datang terlambat mengikuti upacara,Punishment
246,Siswa tidak membawa perlengkapan belajar,Punishment
247,Siswa mengganggu teman saat belajar,Punishment
248,Siswa makan di dalam kelas saat pelajaran,Punishment
249,Siswa tidak memperhatikan guru ketika pembelajaran,Punishment
250,Siswa sering izin keluar kelas tanpa alasan penting,Punishment
251,Siswa mencoret meja dan fasilitas sekolah,Punishment
252,Siswa berbicara kasar kepada teman,Punishment
253,Siswa bermain saat kegiatan belajar berlangsung,Punishment
254,Siswa tidak mengikuti piket kelas,Punishment
255,Siswa terlambat mengumpulkan tugas sekolah,Punishment
256,Siswa bercanda saat kegiatan upacara berlangsung,Punishment
257,Siswa menggunakan aksesoris tidak sesuai aturan,Punishment
258,Siswa memakai rambut tidak rapi,Punishment
259,Siswa tidak memakai seragam sesuai jadwal,Punishment
260,Siswa bermain game saat jam pelajaran,Punishment
261,Siswa tidak hadir tanpa konfirmasi wali kelas,Punishment
262,Siswa ribut saat proses pembelajaran,Punishment
263,Siswa berpindah kelas tanpa izin,Punishment
264,Siswa tidak mengikuti kegiatan sekolah wajib,Punishment
265,Siswa mengabaikan instruksi guru di kelas,Punishment
266,Siswa menggunakan bahasa kurang sopan,Punishment
267,Siswa duduk di kantin saat jam pelajaran,Punishment
268,Siswa tidak menjaga kebersihan kelas,Punishment
269,Siswa membuat gaduh di lingkungan sekolah,Punishment
270,Siswa bercanda secara berlebihan di kelas,Punishment
271,Siswa mengganggu konsentrasi teman belajar,Punishment
272,Siswa tidak membawa buku pelajaran,Punishment
273,Siswa menyontek tugas teman,Punishment
274,Siswa meninggalkan kelas sebelum pelajaran selesai,Punishment
275,Siswa tidak mengikuti senam pagi sekolah,Punishment
276,Siswa memakai jaket saat pembelajaran berlangsung,Punishment
277,Siswa tidak memakai kaos kaki sesuai aturan,Punishment
278,Siswa terlambat kembali setelah jam istirahat,Punishment
279,Siswa memainkan musik saat jam pelajaran,Punishment
280,Siswa tidak mematuhi tata tertib kelas,Punishment
281,Siswa berbicara keras saat guru mengajar,Punishment
282,Siswa duduk santai saat upacara berlangsung,Punishment
283,Siswa bercanda ketika guru memberikan tugas,Punishment
284,Siswa tidak mengikuti doa bersama sekolah,Punishment
285,Siswa menyembunyikan barang milik teman,Punishment
286,Siswa mengotori dinding kelas,Punishment
287,Siswa tidak mengikuti instruksi piket harian,Punishment
288,Siswa mengganggu kelas lain saat pembelajaran,Punishment
289,Siswa berlari di koridor sekolah saat jam belajar,Punishment
290,Siswa membawa makanan ke laboratorium,Punishment
291,Siswa membuat suara gaduh di kelas,Punishment
292,Siswa tidak memakai name tag sekolah,Punishment
293,Siswa tidak menjaga kerapihan kelas,Punishment
294,Siswa menggunakan kata tidak pantas kepada teman,Punishment
295,Siswa bermain bola di dalam kelas,Punishment
296,Siswa menunda tugas yang diberikan guru,Punishment
297,Siswa tidak mengikuti apel pagi sekolah,Punishment
298,Siswa mengganggu teman yang sedang presentasi,Punishment
299,Siswa terlambat masuk setelah pergantian jam pelajaran,Punishment
300,Siswa berbicara sendiri saat guru menjelaskan,Punishment
301,Siswa memakai sandal di lingkungan sekolah,Punishment
302,Siswa mengabaikan tugas piket kelas,Punishment
303,Siswa bercanda saat kegiatan ibadah sekolah,Punishment
304,Siswa meminjam barang teman tanpa izin,Punishment
305,Siswa tidak mematuhi aturan laboratorium,Punishment
306,Siswa keluar area sekolah tanpa izin,Punishment
307,Siswa duduk di meja kelas saat pembelajaran,Punishment
308,Siswa memainkan alat musik saat jam belajar,Punishment
309,Siswa tidak mengikuti kegiatan literasi sekolah,Punishment
310,Siswa membuat keramaian di perpustakaan,Punishment
311,Siswa membawa kartu pelajar milik teman,Punishment
312,Siswa tidak mematuhi arahan pengurus kelas,Punishment
313,Siswa tidur di perpustakaan saat jam pelajaran,Punishment
314,Siswa tidak menjaga ketertiban kelas,Punishment
315,Siswa makan saat guru menjelaskan pelajaran,Punishment
316,Siswa sering berpindah tempat duduk tanpa izin,Punishment
317,Siswa terlambat mengikuti kegiatan ekstrakurikuler,Punishment
318,Siswa bermain air di lingkungan sekolah,Punishment
319,Siswa tidak menghormati teman saat berbicara,Punishment
320,Siswa mengganggu jalannya diskusi kelas,Punishment
321,Siswa tidak memakai pakaian olahraga sesuai aturan,Punishment
322,Siswa duduk di lantai koridor sekolah,Punishment
323,Siswa mengobrol saat ujian berlangsung,Punishment
324,Siswa tidak menjaga fasilitas sekolah dengan baik,Punishment
325,Siswa bermain kartu saat jam istirahat di kelas,Punishment
326,Siswa menyembunyikan perlengkapan belajar teman,Punishment
327,Siswa tidak mengikuti kegiatan kebersihan kelas,Punishment
328,Siswa berbicara saat pengarahan sekolah berlangsung,Punishment
329,Siswa memakai pakaian tidak sesuai tata tertib,Punishment
330,Siswa meninggalkan sampah di bawah meja kelas,Punishment
331,Siswa membuat candaan berlebihan saat pembelajaran,Punishment
332,Siswa tidak disiplin saat antre di kantin,Punishment
333,siswa terlambat masuk kelas,Punishment
334,siswa datang terlambat saat upacara,Punishment
335,siswa tidak memakai atribut lengkap,Punishment
336,siswa tidak menggunakan dasi sekolah,Punishment
337,siswa tidak memakai ikat pinggang,Punishment
338,siswa memakai sepatu tidak sesuai aturan,Punishment
339,siswa rambut tidak rapi,Punishment
340,siswa berbicara saat guru menjelaskan,Punishment
341,siswa bercanda saat pembelajaran berlangsung,Punishment
342,siswa tidak membawa buku pelajaran,Punishment
343,siswa tidak mengerjakan tugas rumah,Punishment
344,siswa tidur di dalam kelas,Punishment
345,siswa bermain handphone saat pelajaran,Punishment
346,siswa makan di dalam kelas,Punishment
347,siswa keluar kelas tanpa izin,Punishment
348,siswa duduk berpindah pindah saat pelajaran,Punishment
349,siswa ribut di dalam kelas,Punishment
350,siswa tidak memperhatikan guru,Punishment
351,siswa terlambat mengumpulkan tugas,Punishment
352,siswa memakai seragam tidak rapi,Punishment
353,siswa tidak memasukkan baju,Punishment
354,siswa memakai jaket saat pembelajaran,Punishment
355,siswa berbicara kasar kepada teman,Punishment
356,siswa mengganggu teman saat belajar,Punishment
357,siswa membuang sampah sembarangan,Punishment
358,siswa mencoret meja kelas,Punishment
359,siswa tidak mengikuti piket kelas,Punishment
360,siswa bermain saat jam pelajaran,Punishment
361,siswa bercermin saat pembelajaran,Punishment
362,siswa memakai aksesoris berlebihan,Punishment
363,siswa tidak memakai kaos kaki,Punishment
364,siswa memakai sandal ke sekolah,Punishment
365,siswa membawa makanan ke laboratorium,Punishment
366,siswa tertawa berlebihan di kelas,Punishment
367,siswa menyanyi saat guru menjelaskan,Punishment
368,siswa tidak membawa alat praktik,Punishment
369,siswa datang terlambat setelah istirahat,Punishment
370,siswa bermain game di kelas,Punishment
371,siswa tidak menjaga kebersihan kelas,Punishment
372,siswa duduk di atas meja,Punishment
373,siswa berbicara sendiri saat pelajaran,Punishment
374,siswa izin terlalu lama kembali ke kelas,Punishment
375,siswa memakai rambut panjang tidak sesuai aturan,Punishment
376,siswa tidak memakai name tag,Punishment
377,siswa memakai seragam olahraga di luar jadwal,Punishment
378,siswa mencontek pekerjaan teman,Punishment
379,siswa tidak mengikuti apel pagi,Punishment
380,siswa membuat keributan saat pergantian jam,Punishment
381,siswa terlambat masuk setelah bel berbunyi,Punishment
382,siswa tidak membawa perlengkapan sekolah,Punishment
383,siswa mengobrol saat ujian berlangsung,Punishment
384,siswa tidak merapikan kursi setelah belajar,Punishment
385,siswa bermain lempar kertas di kelas,Punishment
386,siswa meminjam barang tanpa izin,Punishment
387,siswa menyalakan musik saat pelajaran,Punishment
388,siswa tidak hadir piket tanpa alasan,Punishment
389,siswa membuat suara gaduh di kelas,Punishment
390,siswa menggunakan bahasa tidak sopan,Punishment
391,siswa memakai topi di dalam kelas,Punishment
392,siswa berjalan jalan saat pelajaran,Punishment
393,siswa tidak mengikuti instruksi guru,Punishment
394,siswa terlambat mengikuti kegiatan sekolah,Punishment
395,siswa bermain di koridor saat jam belajar,Punishment
396,siswa tidak menyimpan sepatu pada tempatnya,Punishment
397,siswa membawa kartu permainan ke sekolah,Punishment
398,siswa tidak menjaga kerapihan kelas,Punishment
399,siswa membuka laptop untuk bermain game,Punishment
400,siswa tidak fokus saat pembelajaran,Punishment
401,siswa mencorat coret buku teman,Punishment
402,siswa mengganggu kelompok lain saat diskusi,Punishment
403,siswa bercanda berlebihan saat praktik,Punishment
404,siswa tidak memakai pakaian praktik lengkap,Punishment
405,siswa menggunakan earphone saat guru menjelaskan,Punishment
406,siswa menunda pengumpulan tugas,Punishment
407,siswa mengabaikan teguran guru,Punishment
408,siswa membawa mainan ke kelas,Punishment
409,siswa bermain bola di dalam kelas,Punishment
410,siswa berdiri saat pelajaran berlangsung tanpa izin,Punishment
411,siswa tidak membawa kartu pelajar,Punishment
412,siswa sering izin keluar kelas,Punishment
413,siswa mengganggu konsentrasi teman,Punishment
414,siswa tidak membersihkan alat praktik,Punishment
415,siswa berbicara keras di perpustakaan,Punishment
416,siswa tidak mengikuti aturan antre,Punishment
417,siswa membuat kegaduhan saat istirahat,Punishment
418,siswa memotong pembicaraan guru,Punishment
419,siswa tidak disiplin waktu masuk kelas,Punishment
420,siswa memakai pakaian tidak sesuai ketentuan,Punishment
421,siswa meninggalkan kelas sebelum pelajaran selesai,Punishment
422,siswa mengobrol saat presentasi teman,Punishment
423,siswa tidak mengikuti tata tertib kelas,Punishment
424,siswa membawa minuman ke laboratorium,Punishment
425,siswa bermain media sosial saat belajar,Punishment
426,siswa tidak membawa catatan pelajaran,Punishment
427,siswa duduk santai saat upacara,Punishment
428,siswa tidak memperhatikan saat briefing,Punishment
429,siswa mengotori lingkungan sekolah,Punishment
430,siswa terlambat mengikuti kegiatan ekstrakurikuler,Punishment
431,siswa membuat candaan saat pembelajaran serius,Punishment
432,siswa tidak menjaga ketertiban kelas,Punishment
433,siswa bermain saat guru meninggalkan kelas,Punishment
434,siswa tidak menaati aturan sekolah,Punishment
435,Siswa selalu mengerjakan tugas tepat waktu,Reward
436,Siswa rajin mengikuti pembelajaran setiap hari,Reward
437,Siswa rutin hadir tanpa terlambat,Reward
438,Siswa selalu menyelesaikan pekerjaan rumah,Reward
439,Siswa rajin membaca materi pelajaran,Reward
440,Siswa aktif belajar mandiri di kelas,Reward
441,Siswa konsisten mengumpulkan tugas harian,Reward
442,Siswa tidak pernah menunda pekerjaan sekolah,Reward
443,Siswa rajin mengikuti kegiatan belajar tambahan,Reward
444,Siswa disiplin dalam menyelesaikan latihan,Reward
445,Siswa selalu hadir dalam kegiatan sekolah,Reward
446,Siswa rajin mencatat materi pelajaran,Reward
447,Siswa tekun belajar saat jam pelajaran,Reward
448,Siswa selalu membawa perlengkapan belajar lengkap,Reward
449,Siswa rajin mengikuti praktik di laboratorium,Reward
450,Siswa berusaha memahami materi dengan baik,Reward
451,Siswa selalu fokus saat pembelajaran berlangsung,Reward
452,Siswa rutin mengikuti kegiatan literasi sekolah,Reward
453,Siswa rajin berdiskusi dengan teman kelompok,Reward
454,Siswa selalu mempersiapkan diri sebelum ujian,Reward
455,Siswa disiplin mengatur jadwal belajar,Reward
456,Siswa rutin mengikuti bimbingan belajar,Reward
457,Siswa aktif menyelesaikan latihan soal,Reward
458,Siswa rajin datang lebih awal ke kelas,Reward
459,Siswa selalu memperhatikan penjelasan guru,Reward
460,Siswa tidak pernah absen tanpa keterangan,Reward
461,Siswa rajin mengulang materi di rumah,Reward
462,Siswa konsisten menjaga semangat belajar,Reward
463,Siswa aktif mencari referensi tambahan pelajaran,Reward
464,Siswa rajin mengikuti kegiatan akademik,Reward
465,Siswa selalu menyimpan catatan pelajaran dengan rapi,Reward
466,Siswa rutin mempelajari materi sebelum pelajaran dimulai,Reward
467,Siswa rajin membantu teman memahami pelajaran,Reward
468,Siswa selalu mengerjakan latihan yang diberikan guru,Reward
469,Siswa disiplin mengikuti jadwal piket kelas,Reward
470,Siswa rajin mengikuti evaluasi pembelajaran,Reward
471,Siswa selalu menyelesaikan tugas kelompok,Reward
472,Siswa rutin hadir dalam kegiatan ekstrakurikuler,Reward
473,Siswa rajin belajar meskipun tidak ada ujian,Reward
